1602003240000 ms,@davehodg Was at ULU for Aussie band &quot,The Butterfly Effect&quot,. Was shooting for &quot,InLondon&quot, magazine. Was a good night but no pit  .,0,0
1601964720000 ms,@bornadragonfly where you at sweets! I need a shot in the arm.,0,0,,,,
1601978760000 ms,@BPageVsDDors Yeah that pretty much sums it up!,1,1,,,,
1601961000000 ms,@Boothie104 can i please borrow your viva la bam on dvd??,1,1,,,,
1601980080000 ms,@BR_MEL summering with the south and carribean apparently!,1,1,,,,
1602001800000 ms,@daveexmachina We know that Brett has a lot of fans but we felt it was time for some developments that meant he had to be sidelines.,1,0,,,,
1601993760000 ms,@daveconrey I'm doing my first week,0,1,,,,
1601996040000 ms,@davehillman I grew the catnip we used to give &quot,Kitty&quot, (not my name its the name she came with) she died in the house fire we had.  sad,0,0,,
1601976840000 ms,@Boyislost  I'm getting up and having a shower.. Might get ma hair done early!,1,1,,,,
1601941440000 ms,@Bolajee  i want to go homeeeeeeeee! :'(,0,0,,,,
1601998920000 ms,@bramzo yeah haha and who's going for the trip?  cool idea though! we should make a #twoot event! like #twink #twoot,1,1,,,,
1601953320000 ms,@boogiesworld http://twitpic.com/6dhkd - Those floor boards look familiar.... Imperial Inks? If So. You're At The Best Of The Best,1,1,,,,
1601982840000 ms,@bradhawkins87 thats messed up.,0,0,,,,
1601956680000 ms,@bookwalter especially in Australia,1,1,,,,
1601988600000 ms,"\@BradleyTFoster brad dont do that most followed thing""",1,0,,,,
1601981880000 ms,"\@bradcooper I have the DVR set""",0,1,,,,
1601953560000 ms,"\@book_mom It's raining here""",1,1,,,,
1601959800000 ms,"\@boonious I can't afford to go all the way to Malaysia  but failing that thinking maybe France""",0,0,,,,
1601992560000 ms,@davebarnesmusic Demi Lovato listens to you too!  I read it in one of her blogs.  I was like.. &quot,way to go Barnes!&quot, Get them Disney stars!,1,1,,
1602010320000 ms,@DaveMachineDean I have sufferred a particularly bad papercuts on my hand and face today  I hope you have added evil paper to your course,0,0,,,,
1601938080000 ms,@dataddict Excellent !,1,1,,,,
1601989320000 ms,@bradpollard oh my god,0,0,,,,
1601966760000 ms,@Bossmobb Single people go to clubs to get drunk and a have a night of meaningless sex...Sometimes even The Non Singles do the same,1,0,,,,
1601947920000 ms,@bonesinoz  Yup. I took my mom an Ipod and she's watching Bones.,0,1,,,,
1601952720000 ms,@Boogaloo1 oh dear!!! now why would you want to do something as stupid as stay off the booze for a whole month,0,0,,,,
1602016200000 ms,@DaviandenOtter Sounds so great.  But why are there jackhammers in your throat?,1,1,,,,
1602019440000 ms,@DaveStyles Haha yes and that is BS! all men lie. show me one who doesn't and I'll marry him,1,1,,,,
1602015240000 ms,@davepdotorg I think part of being a scientist is *not* growing up!,1,1,,,,
1601970720000 ms,@BouqueMusic  AWw You're so Sweet. Thank youuuu,1,1,,,,
1601996640000 ms,"\@DaveJFS Very sad""",0,0,,,,
1601952600000 ms,@Boogaloo1 how come??,1,0,,,,
1602021000000 ms,"\@David_Kaufer no such thing as bad publicity""",0,0,,,,
1601949240000 ms,@BonjourVous ands its curious how watching the news can bring you down,1,1,,,,
1602001560000 ms,@davedinosaur i miss you guys already,0,0,,,,
1601995320000 ms,@DaveGorman they say if a dog wee's U must rub there face in it!! They don't do it again....,1,0,,,,
1601972880000 ms,@bowwow614 can you qive me a shoutout please  you should coe to westchester or come back to NY ,] you had it crunk at apollo. --CHULA,1,0,,,
1602020160000 ms,"\@davetran""",1,1,,,,
1602006600000 ms,@DaveJMatthews hahaa that is funny.. I love Squirm.. can't wait to hear it like *cough* *nudge* in Tampa or WPB N1 or 2..,1,1,,,,
1602009120000 ms,"\@DaveSpoon hey man...great work""",1,1,,,,
1601987880000 ms,@bradley347g Tell her congrats.,1,1,,,,
1602021360000 ms,@david_m_beach Thanks for follwing me,1,1,,,,
1602007080000 ms,@DaveJMatthews My rabbit died tonight  Could use some cheering up...probably going to listen to your songs tonight...,1,0,,,,
1601995560000 ms,@davegrohlmyhero What's with Tom?! Ur giving him away?,1,0,,,,
1601950560000 ms,"\@BonnieHelen Morning  Yeah""",1,1,,,,
1601938440000 ms,@DataVizInc Now I wonder why you would say that,1,0,,,,
1601976000000 ms,@BoyceAvenue hi. Are you guys ever coming to Norway? That would have been awesome,1,1,,,,
